Year;Month;Day;Streamflow;;Gaps;Zeroes;
1907;08;21;;;;;
1907;08;22;;;;;
1907;08;23;;;;;
1907;08;24;;;;;
1907;08;25;;;;;
1907;08;26;;;;;
1907;08;27;;;;;
1907;08;28;;;;;
1907;08;29;;;;;
1907;08;30;;;;;
1907;08;31;;;;;
1907;09;01;;;;;
1907;09;02;;;;;
1907;09;03;;;;;
1907;09;04;;;;;
1907;09;05;;;;;
1907;09;06;;;;;
1907;09;07;;;;;
1907;09;08;;;;;
1907;09;09;;;;;
1907;09;10;;;;;
1907;09;11;;;;;
1907;09;12;;;;;
1907;09;13;;;;;
1907;09;14;;;;;
1907;09;15;;;;;
1907;09;16;;;;;
1907;09;17;;;;;
1907;09;18;;;;;
1907;09;19;;;;;
1907;09;20;;;;;
1907;09;21;;;;;
1907;09;22;;;;;
1907;09;23;;;;;
1907;09;24;;;;;
1907;09;25;;;;;
1907;09;26;;;;;
1907;09;27;;;;;
1907;09;28;;;;;
1907;09;29;;;;;
1907;09;30;;;;;
1907;10;01;;;;;
1907;10;02;;;;;
1907;10;03;;;;;
1907;10;04;;;;;
1907;10;05;;;;;
1907;10;06;;;;;
1907;10;07;;;;;
1907;10;08;;;;;
1907;10;09;;;;;
1907;10;10;;;;;
1907;10;11;;;;;
1907;10;12;;;;;
1907;10;13;;;;;
1907;10;14;;;;;
1907;10;15;;;;;
1907;10;16;;;;;
1907;10;17;;;;;
1907;10;18;;;;;
1907;10;19;;;;;
1907;10;20;;;;;
1907;10;21;;;;;
1907;10;22;;;;;
1907;10;23;;;;;
1907;10;24;;;;;
1907;10;25;;;;;
1907;10;26;;;;;
1907;10;27;;;;;
1907;10;28;;;;;
1907;10;29;;;;;
1907;10;30;;;;;
1907;10;31;;;;;
1907;11;01;;;;;
1907;11;02;;;;;
1907;11;03;;;;;
1907;11;04;;;;;
1907;11;05;;;;;
1907;11;06;;;;;
1907;11;07;;;;;
1907;11;08;;;;;
1907;11;09;;;;;
1907;11;10;;;;;
1907;11;11;;;;;
1907;11;12;;;;;
1907;11;13;;;;;
1907;11;14;;;;;
1907;11;15;;;;;
1907;11;16;;;;;
1907;11;17;;;;;
1907;11;18;;;;;
1907;11;19;;;;;
1907;11;20;;;;;
1907;11;21;;;;;
1907;11;22;;;;;
1907;11;23;;;;;
1907;11;24;;;;;
1907;11;25;;;;;
1907;11;26;;;;;
1907;11;27;;;;;
1907;11;28;;;;;
1907;11;29;;;;;
1907;11;30;;;;;
1907;12;01;;;;;
1907;12;02;;;;;
1907;12;03;;;;;
1907;12;04;;;;;
1907;12;05;;;;;
1907;12;06;;;;;
1907;12;07;;;;;
1907;12;08;;;;;
1907;12;09;;;;;
1907;12;10;;;;;
1907;12;11;;;;;
1907;12;12;;;;;
1907;12;13;;;;;
1907;12;14;;;;;
1907;12;15;;;;;
1907;12;16;;;;;
1907;12;17;;;;;
1907;12;18;;;;;
1907;12;19;;;;;
1907;12;20;;;;;
1907;12;21;;;;;
1907;12;22;;;;;
1907;12;23;;;;;
1907;12;24;;;;;
1907;12;25;;;;;
1907;12;26;;;;;
1907;12;27;;;;;
1907;12;28;;;;;
1907;12;29;;;;;
1907;12;30;;;;;
1907;12;31;;;;;
1908;01;01;;;;;
1908;01;02;;;;;
1908;01;03;;;;;
1908;01;04;;;;;
1908;01;05;;;;;
1908;01;06;;;;;
1908;01;07;;;;;
1908;01;08;;;;;
1908;01;09;;;;;
1908;01;10;;;;;
1908;01;11;;;;;
1908;01;12;;;;;
1908;01;13;;;;;
1908;01;14;;;;;
1908;01;15;;;;;
1908;01;16;;;;;
1908;01;17;;;;;
1908;01;18;;;;;
1908;01;19;;;;;
1908;01;20;;;;;
1908;01;21;;;;;
1908;01;22;;;;;
1908;01;23;;;;;
1908;01;24;;;;;
1908;01;25;;;;;
1908;01;26;;;;;
1908;01;27;;;;;
1908;01;28;;;;;
1908;01;29;;;;;
1908;01;30;;;;;
1908;01;31;;;;;
1908;02;01;;;;;
1908;02;02;;;;;
1908;02;03;;;;;
1908;02;04;;;;;
1908;02;05;;;;;
1908;02;06;;;;;
1908;02;07;;;;;
1908;02;08;;;;;
1908;02;09;;;;;
1908;02;10;;;;;
1908;02;11;;;;;
1908;02;12;;;;;
1908;02;13;;;;;
1908;02;14;;;;;
1908;02;15;;;;;
1908;02;16;;;;;
1908;02;17;;;;;
1908;02;18;;;;;
1908;02;19;;;;;
1908;02;20;;;;;
1908;02;21;;;;;
1908;02;22;;;;;
1908;02;23;;;;;
1908;02;24;;;;;
1908;02;25;;;;;
1908;02;26;;;;;
1908;02;27;;;;;
1908;02;28;;;;;
1908;02;29;;;;;
1908;03;01;;;;;
1908;03;02;;;;;
1908;03;03;;;;;
1908;03;04;;;;;
1908;03;05;;;;;
1908;03;06;;;;;
1908;03;07;;;;;
1908;03;08;;;;;
1908;03;09;;;;;
1908;03;10;;;;;
1908;03;11;;;;;
1908;03;12;;;;;
1908;03;13;;;;;
1908;03;14;;;;;
1908;03;15;;;;;
1908;03;16;;;;;
1908;03;17;;;;;
1908;03;18;;;;;
1908;03;19;;;;;
1908;03;20;;;;;
1908;03;21;;;;;
1908;03;22;;;;;
1908;03;23;;;;;
1908;03;24;;;;;
1908;03;25;;;;;
1908;03;26;;;;;
1908;03;27;;;;;
1908;03;28;;;;;
1908;03;29;;;;;
1908;03;30;;;;;
1908;03;31;;;;;
1908;04;01;;;;;
1908;04;02;;;;;
1908;04;03;;;;;
1908;04;04;;;;;
1908;04;05;;;;;
1908;04;06;;;;;
1908;04;07;;;;;
1908;04;08;;;;;
1908;04;09;;;;;
1908;04;10;;;;;
1908;04;11;;;;;
1908;04;12;;;;;
1908;04;13;;;;;
1908;04;14;;;;;
1908;04;15;;;;;
1908;04;16;;;;;
1908;04;17;;;;;
1908;04;18;;;;;
1908;04;19;;;;;
1908;04;20;;;;;
1908;04;21;;;;;
1908;04;22;;;;;
1908;04;23;;;;;
1908;04;24;;;;;
1908;04;25;;;;;
1908;04;26;;;;;
1908;04;27;;;;;
1908;04;28;;;;;
1908;04;29;;;;;
1908;04;30;;;;;
1908;05;01;;;;;
1908;05;02;;;;;
1908;05;03;;;;;
1908;05;04;;;;;
1908;05;05;;;;;
1908;05;06;;;;;
1908;05;07;;;;;
1908;05;08;;;;;
1908;05;09;;;;;
1908;05;10;;;;;
1908;05;11;;;;;
1908;05;12;;;;;
1908;05;13;;;;;
1908;05;14;;;;;
1908;05;15;;;;;
1908;05;16;;;;;
1908;05;17;;;;;
1908;05;18;;;;;
1908;05;19;;;;;
1908;05;20;;;;;
1908;05;21;;;;;
1908;05;22;;;;;
1908;05;23;;;;;
1908;05;24;;;;;
1908;05;25;;;;;
1908;05;26;;;;;
1908;05;27;;;;;
1908;05;28;;;;;
1908;05;29;;;;;
1908;05;30;;;;;
1908;05;31;;;;;
1908;06;01;;;;;
1908;06;02;;;;;
1908;06;03;;;;;
1908;06;04;;;;;
1908;06;05;;;;;
1908;06;06;;;;;
1908;06;07;;;;;
1908;06;08;;;;;
1908;06;09;;;;;
1908;06;10;;;;;
1908;06;11;;;;;
1908;06;12;;;;;
1908;06;13;;;;;
1908;06;14;;;;;
1908;06;15;;;;;
1908;06;16;;;;;
1908;06;17;;;;;
1908;06;18;;;;;
1908;06;19;;;;;
1908;06;20;;;;;
1908;06;21;;;;;
1908;06;22;;;;;
1908;06;23;;;;;
1908;06;24;;;;;
1908;06;25;;;;;
1908;06;26;;;;;
1908;06;27;;;;;
1908;06;28;;;;;
1908;06;29;;;;;
1908;06;30;;;;;
1908;07;01;;;;;
1908;07;02;;;;;
1908;07;03;;;;;
1908;07;04;;;;;
1908;07;05;;;;;
1908;07;06;;;;;
1908;07;07;;;;;
1908;07;08;;;;;
1908;07;09;;;;;
1908;07;10;;;;;
1908;07;11;;;;;
1908;07;12;;;;;
1908;07;13;;;;;
1908;07;14;;;;;
1908;07;15;;;;;
1908;07;16;;;;;
1908;07;17;;;;;
1908;07;18;;;;;
1908;07;19;;;;;
1908;07;20;;;;;
1908;07;21;;;;;
1908;07;22;;;;;
1908;07;23;;;;;
1908;07;24;;;;;
1908;07;25;;;;;
1908;07;26;;;;;
1908;07;27;;;;;
1908;07;28;;;;;
1908;07;29;;;;;
1908;07;30;;;;;
1908;07;31;;;;;
1908;08;01;;;;;
1908;08;02;;;;;
1908;08;03;;;;;
1908;08;04;;;;;
1908;08;05;;;;;
1908;08;06;;;;;
1908;08;07;;;;;
1908;08;08;;;;;
1908;08;09;;;;;
1908;08;10;;;;;
1908;08;11;;;;;
1908;08;12;;;;;
1908;08;13;;;;;
1908;08;14;;;;;
1908;08;15;;;;;
1908;08;16;;;;;
1908;08;17;;;;;
1908;08;18;;;;;
1908;08;19;;;;;
1908;08;20;;;;;
1908;08;21;;;;;
1908;08;22;;;;;
1908;08;23;;;;;
1908;08;24;;;;;
1908;08;25;;;;;
1908;08;26;;;;;
1908;08;27;;;;;
1908;08;28;;;;;
1908;08;29;;;;;
1908;08;30;;;;;
1908;08;31;;;;;
1908;09;01;;;;;
1908;09;02;;;;;
1908;09;03;;;;;
1908;09;04;;;;;
1908;09;05;;;;;
1908;09;06;;;;;
1908;09;07;;;;;
1908;09;08;;;;;
1908;09;09;;;;;
1908;09;10;;;;;
1908;09;11;;;;;
1908;09;12;;;;;
1908;09;13;;;;;
1908;09;14;;;;;
1908;09;15;;;;;
1908;09;16;;;;;
1908;09;17;;;;;
1908;09;18;;;;;
1908;09;19;;;;;
1908;09;20;;;;;
1908;09;21;;;;;
1908;09;22;;;;;
1908;09;23;;;;;
1908;09;24;;;;;
1908;09;25;;;;;
1908;09;26;;;;;
1908;09;27;;;;;
1908;09;28;;;;;
1908;09;29;;;;;
1908;09;30;;;;;
1908;10;01;;;;;
1908;10;02;;;;;
1908;10;03;;;;;
1908;10;04;;;;;
1908;10;05;;;;;
1908;10;06;;;;;
1908;10;07;;;;;
1908;10;08;;;;;
1908;10;09;;;;;
1908;10;10;;;;;
1908;10;11;;;;;
1908;10;12;;;;;
1908;10;13;;;;;
1908;10;14;;;;;
1908;10;15;;;;;
1908;10;16;;;;;
1908;10;17;;;;;
1908;10;18;;;;;
1908;10;19;;;;;
1908;10;20;;;;;
1908;10;21;;;;;
1908;10;22;;;;;
1908;10;23;;;;;
1908;10;24;;;;;
1908;10;25;;;;;
1908;10;26;;;;;
1908;10;27;;;;;
1908;10;28;;;;;
1908;10;29;;;;;
1908;10;30;;;;;
1908;10;31;;;;;
1908;11;01;;;;;
1908;11;02;;;;;
1908;11;03;;;;;
1908;11;04;;;;;
1908;11;05;;;;;
1908;11;06;;;;;
1908;11;07;;;;;
1908;11;08;;;;;
1908;11;09;;;;;
1908;11;10;;;;;
1908;11;11;;;;;
1908;11;12;;;;;
1908;11;13;;;;;
1908;11;14;;;;;
1908;11;15;;;;;
1908;11;16;;;;;
1908;11;17;;;;;
1908;11;18;;;;;
1908;11;19;;;;;
1908;11;20;;;;;
1908;11;21;;;;;
1908;11;22;;;;;
1908;11;23;;;;;
1908;11;24;;;;;
1908;11;25;;;;;
1908;11;26;;;;;
1908;11;27;;;;;
1908;11;28;;;;;
1908;11;29;;;;;
1908;11;30;;;;;
1908;12;01;;;;;
1908;12;02;;;;;
1908;12;03;;;;;
1908;12;04;;;;;
1908;12;05;;;;;
1908;12;06;;;;;
1908;12;07;;;;;
1908;12;08;;;;;
1908;12;09;;;;;
1908;12;10;;;;;
1908;12;11;;;;;
1908;12;12;;;;;
1908;12;13;;;;;
1908;12;14;;;;;
1908;12;15;;;;;
1908;12;16;;;;;
1908;12;17;;;;;
1908;12;18;;;;;
1908;12;19;;;;;
1908;12;20;;;;;
1908;12;21;;;;;
1908;12;22;;;;;
1908;12;23;;;;;
1908;12;24;;;;;
1908;12;25;;;;;
1908;12;26;;;;;
1908;12;27;;;;;
1908;12;28;;;;;
1908;12;29;;;;;
1908;12;30;;;;;
1908;12;31;;;;;
1909;01;01;;;;;
1909;01;02;;;;;
1909;01;03;;;;;
1909;01;04;;;;;
1909;01;05;;;;;
1909;01;06;;;;;
1909;01;07;;;;;
1909;01;08;;;;;
1909;01;09;;;;;
1909;01;10;;;;;
1909;01;11;;;;;
1909;01;12;;;;;
1909;01;13;;;;;
1909;01;14;;;;;
1909;01;15;;;;;
1909;01;16;;;;;
1909;01;17;;;;;
1909;01;18;;;;;
1909;01;19;;;;;
1909;01;20;;;;;
1909;01;21;;;;;
1909;01;22;;;;;
1909;01;23;;;;;
1909;01;24;;;;;
1909;01;25;;;;;
1909;01;26;;;;;
1909;01;27;;;;;
1909;01;28;;;;;
1909;01;29;;;;;
1909;01;30;;;;;
1909;01;31;;;;;
1909;02;01;;;;;
1909;02;02;;;;;
1909;02;03;;;;;
1909;02;04;;;;;
1909;02;05;;;;;
1909;02;06;;;;;
1909;02;07;;;;;
1909;02;08;;;;;
1909;02;09;;;;;
1909;02;10;;;;;
1909;02;11;;;;;
1909;02;12;;;;;
1909;02;13;;;;;
1909;02;14;;;;;
1909;02;15;;;;;
1909;02;16;;;;;
1909;02;17;;;;;
1909;02;18;;;;;
1909;02;19;;;;;
1909;02;20;;;;;
1909;02;21;;;;;
1909;02;22;;;;;
1909;02;23;;;;;
1909;02;24;;;;;
1909;02;25;;;;;
1909;02;26;;;;;
1909;02;27;;;;;
1909;02;28;;;;;
1909;03;01;;;;;
1909;03;02;;;;;
1909;03;03;;;;;
1909;03;04;;;;;
1909;03;05;;;;;
1909;03;06;;;;;
1909;03;07;;;;;
1909;03;08;;;;;
1909;03;09;;;;;
1909;03;10;;;;;
1909;03;11;;;;;
1909;03;12;;;;;
1909;03;13;;;;;
1909;03;14;;;;;
1909;03;15;;;;;
1909;03;16;;;;;
1909;03;17;;;;;
1909;03;18;;;;;
1909;03;19;;;;;
1909;03;20;;;;;
1909;03;21;;;;;
1909;03;22;;;;;
1909;03;23;;;;;
1909;03;24;;;;;
1909;03;25;;;;;
1909;03;26;;;;;
1909;03;27;;;;;
1909;03;28;;;;;
1909;03;29;;;;;
1909;03;30;;;;;
1909;03;31;;;;;
1909;04;01;;;;;
1909;04;02;;;;;
1909;04;03;;;;;
1909;04;04;;;;;
1909;04;05;;;;;
1909;04;06;;;;;
1909;04;07;;;;;
1909;04;08;;;;;
1909;04;09;;;;;
1909;04;10;;;;;
1909;04;11;;;;;
1909;04;12;;;;;
1909;04;13;;;;;
1909;04;14;;;;;
1909;04;15;;;;;
1909;04;16;;;;;
1909;04;17;;;;;
1909;04;18;;;;;
1909;04;19;;;;;
1909;04;20;;;;;
1909;04;21;;;;;
1909;04;22;;;;;
1909;04;23;;;;;
1909;04;24;;;;;
1909;04;25;;;;;
1909;04;26;;;;;
1909;04;27;;;;;
1909;04;28;;;;;
1909;04;29;;;;;
1909;04;30;;;;;
1909;05;01;;;;;
1909;05;02;;;;;
1909;05;03;;;;;
1909;05;04;;;;;
1909;05;05;;;;;
1909;05;06;;;;;
1909;05;07;;;;;
1909;05;08;;;;;
1909;05;09;;;;;
1909;05;10;;;;;
1909;05;11;;;;;
1909;05;12;;;;;
1909;05;13;;;;;
1909;05;14;;;;;
1909;05;15;;;;;
1909;05;16;;;;;
1909;05;17;;;;;
1909;05;18;;;;;
1909;05;19;;;;;
1909;05;20;;;;;
1909;05;21;;;;;
1909;05;22;;;;;
1909;05;23;;;;;
1909;05;24;;;;;
1909;05;25;;;;;
1909;05;26;;;;;
1909;05;27;;;;;
1909;05;28;;;;;
1909;05;29;;;;;
1909;05;30;;;;;
1909;05;31;;;;;
1909;06;01;;;;;
1909;06;02;;;;;
1909;06;03;;;;;
1909;06;04;;;;;
1909;06;05;;;;;
1909;06;06;;;;;
1909;06;07;;;;;
1909;06;08;;;;;
1909;06;09;;;;;
1909;06;10;;;;;
1909;06;11;;;;;
1909;06;12;;;;;
1909;06;13;;;;;
1909;06;14;;;;;
1909;06;15;;;;;
1909;06;16;;;;;
1909;06;17;;;;;
1909;06;18;;;;;
1909;06;19;;;;;
1909;06;20;;;;;
1909;06;21;;;;;
1909;06;22;;;;;
1909;06;23;;;;;
1909;06;24;;;;;
1909;06;25;;;;;
1909;06;26;;;;;
1909;06;27;;;;;
1909;06;28;;;;;
1909;06;29;;;;;
1909;06;30;;;;;
1909;07;01;;;;;
1909;07;02;;;;;
1909;07;03;;;;;
1909;07;04;;;;;
1909;07;05;;;;;
1909;07;06;;;;;
1909;07;07;;;;;
1909;07;08;;;;;
1909;07;09;;;;;
1909;07;10;;;;;
1909;07;11;;;;;
1909;07;12;;;;;
1909;07;13;;;;;
1909;07;14;;;;;
1909;07;15;;;;;
1909;07;16;;;;;
1909;07;17;;;;;
1909;07;18;;;;;
1909;07;19;;;;;
1909;07;20;;;;;
1909;07;21;;;;;
1909;07;22;;;;;
1909;07;23;;;;;
1909;07;24;;;;;
1909;07;25;;;;;
1909;07;26;;;;;
1909;07;27;;;;;
1909;07;28;;;;;
1909;07;29;;;;;
1909;07;30;;;;;
1909;07;31;;;;;
1909;08;01;;;;;
1909;08;02;;;;;
1909;08;03;;;;;
1909;08;04;;;;;
1909;08;05;;;;;
1909;08;06;;;;;
1909;08;07;;;;;
1909;08;08;;;;;
1909;08;09;;;;;
1909;08;10;;;;;
1909;08;11;;;;;
1909;08;12;;;;;
1909;08;13;;;;;
1909;08;14;;;;;
1909;08;15;;;;;
1909;08;16;;;;;
1909;08;17;;;;;
1909;08;18;;;;;
1909;08;19;;;;;
1909;08;20;;;;;
1909;08;21;;;;;
1909;08;22;;;;;
1909;08;23;;;;;
1909;08;24;;;;;
1909;08;25;;;;;
1909;08;26;;;;;
1909;08;27;;;;;
1909;08;28;;;;;
1909;08;29;;;;;
1909;08;30;;;;;
1909;08;31;;;;;
1909;09;01;;;;;
1909;09;02;;;;;
1909;09;03;;;;;
1909;09;04;;;;;
1909;09;05;;;;;
1909;09;06;;;;;
1909;09;07;;;;;
1909;09;08;;;;;
1909;09;09;;;;;
1909;09;10;;;;;
1909;09;11;;;;;
1909;09;12;;;;;
1909;09;13;;;;;
1909;09;14;;;;;
1909;09;15;;;;;
1909;09;16;;;;;
1909;09;17;;;;;
1909;09;18;;;;;
1909;09;19;;;;;
1909;09;20;;;;;
1909;09;21;;;;;
1909;09;22;;;;;
1909;09;23;;;;;
1909;09;24;;;;;
1909;09;25;;;;;
1909;09;26;;;;;
1909;09;27;;;;;
1909;09;28;;;;;
1909;09;29;;;;;
1909;09;30;;;;;
1909;10;01;;;;;
1909;10;02;;;;;
1909;10;03;;;;;
1909;10;04;;;;;
1909;10;05;;;;;
1909;10;06;;;;;
1909;10;07;;;;;
1909;10;08;;;;;
1909;10;09;;;;;
1909;10;10;;;;;
1909;10;11;;;;;
1909;10;12;;;;;
1909;10;13;;;;;
1909;10;14;;;;;
1909;10;15;;;;;
1909;10;16;;;;;
1909;10;17;;;;;
1909;10;18;;;;;
1909;10;19;;;;;
1909;10;20;;;;;
1909;10;21;;;;;
1909;10;22;;;;;
1909;10;23;;;;;
1909;10;24;;;;;
1909;10;25;;;;;
1909;10;26;;;;;
1909;10;27;;;;;
1909;10;28;;;;;
1909;10;29;;;;;
1909;10;30;;;;;
1909;10;31;;;;;
1909;11;01;;;;;
1909;11;02;;;;;
1909;11;03;;;;;
1909;11;04;;;;;
1909;11;05;;;;;
1909;11;06;;;;;
1909;11;07;;;;;
1909;11;08;;;;;
1909;11;09;;;;;
1909;11;10;;;;;
1909;11;11;;;;;
1909;11;12;;;;;
1909;11;13;;;;;
1909;11;14;;;;;
1909;11;15;;;;;
1909;11;16;;;;;
1909;11;17;;;;;
1909;11;18;;;;;
1909;11;19;;;;;
1909;11;20;;;;;
1909;11;21;;;;;
1909;11;22;;;;;
1909;11;23;;;;;
1909;11;24;;;;;
1909;11;25;;;;;
1909;11;26;;;;;
1909;11;27;;;;;
1909;11;28;;;;;
1909;11;29;;;;;
1909;11;30;;;;;
1909;12;01;;;;;
1909;12;02;;;;;
1909;12;03;;;;;
1909;12;04;;;;;
1909;12;05;;;;;
1909;12;06;;;;;
1909;12;07;;;;;
1909;12;08;;;;;
1909;12;09;;;;;
1909;12;10;;;;;
1909;12;11;;;;;
1909;12;12;;;;;
1909;12;13;;;;;
1909;12;14;;;;;
1909;12;15;;;;;
1909;12;16;;;;;
1909;12;17;;;;;
1909;12;18;;;;;
1909;12;19;;;;;
1909;12;20;;;;;
1909;12;21;;;;;
1909;12;22;;;;;
1909;12;23;;;;;
1909;12;24;;;;;
1909;12;25;;;;;
1909;12;26;;;;;
1909;12;27;;;;;
1909;12;28;;;;;
1909;12;29;;;;;
1909;12;30;;;;;
1909;12;31;;;;;
1910;01;01;;;;;
1910;01;02;;;;;
1910;01;03;;;;;
1910;01;04;;;;;
1910;01;05;;;;;
1910;01;06;;;;;
1910;01;07;;;;;
1910;01;08;;;;;
1910;01;09;;;;;
1910;01;10;;;;;
1910;01;11;;;;;
1910;01;12;;;;;
1910;01;13;;;;;
1910;01;14;;;;;
1910;01;15;;;;;
1910;01;16;;;;;
1910;01;17;;;;;
1910;01;18;;;;;
1910;01;19;;;;;
1910;01;20;;;;;
1910;01;21;;;;;
1910;01;22;;;;;
1910;01;23;;;;;
1910;01;24;;;;;
1910;01;25;;;;;
1910;01;26;;;;;
1910;01;27;;;;;
1910;01;28;;;;;
1910;01;29;;;;;
1910;01;30;;;;;
1910;01;31;;;;;
1910;02;01;;;;;
1910;02;02;;;;;
1910;02;03;;;;;
1910;02;04;;;;;
1910;02;05;;;;;
1910;02;06;;;;;
1910;02;07;;;;;
1910;02;08;;;;;
1910;02;09;;;;;
1910;02;10;;;;;
1910;02;11;;;;;
1910;02;12;;;;;
1910;02;13;;;;;
1910;02;14;;;;;
1910;02;15;;;;;
1910;02;16;;;;;
1910;02;17;;;;;
1910;02;18;;;;;
1910;02;19;;;;;
1910;02;20;;;;;
1910;02;21;;;;;
1910;02;22;;;;;
1910;02;23;;;;;
1910;02;24;;;;;
1910;02;25;;;;;
1910;02;26;;;;;
1910;02;27;;;;;
1910;02;28;;;;;
1910;03;01;;;;;
1910;03;02;;;;;
1910;03;03;;;;;
1910;03;04;;;;;
1910;03;05;;;;;
1910;03;06;;;;;
